case_index,index,dataset,vsId,tgId,tcId,op,return_code,raw_cycles,empty_cycles,input_bytes,output_bytes,m_total,mul,mulh,mulhsu,mulhu,div,divu,rem,remu,min_sp,config,operation,dataset_name,revision,expected_implicit_rejection,algorithm_ms_at_100mhz,observed_algorithm_stack_bytes
135,7,3,42,15,186,5,0,257406,4,1568,0,2048,2048,0,0,0,0,0,0,0,127232,rv32im_fast,encapsulationKeyCheck,fips203-tr1/ML-KEM-encapDecap,FIPS203-tr1,,2.57406,3824
136,0,3,42,15,187,5,-4,257417,4,1568,0,2048,2048,0,0,0,0,0,0,0,127232,rv32im_fast,encapsulationKeyCheck,fips203-tr1/ML-KEM-encapDecap,FIPS203-tr1,,2.57417,3824
137,1,3,42,15,188,5,-4,257417,4,1568,0,2048,2048,0,0,0,0,0,0,0,127232,rv32im_fast,encapsulationKeyCheck,fips203-tr1/ML-KEM-encapDecap,FIPS203-tr1,,2.57417,3824
138,2,3,42,15,189,5,0,257406,4,1568,0,2048,2048,0,0,0,0,0,0,0,127232,rv32im_fast,encapsulationKeyCheck,fips203-tr1/ML-KEM-encapDecap,FIPS203-tr1,,2.57406,3824
139,3,3,42,15,190,5,-4,257417,4,1568,0,2048,2048,0,0,0,0,0,0,0,127232,rv32im_fast,encapsulationKeyCheck,fips203-tr1/ML-KEM-encapDecap,FIPS203-tr1,,2.57417,3824
140,4,3,42,15,191,5,0,257406,4,1568,0,2048,2048,0,0,0,0,0,0,0,127232,rv32im_fast,encapsulationKeyCheck,fips203-tr1/ML-KEM-encapDecap,FIPS203-tr1,,2.57406,3824
141,5,3,42,15,192,5,-4,257417,4,1568,0,2048,2048,0,0,0,0,0,0,0,127232,rv32im_fast,encapsulationKeyCheck,fips203-tr1/ML-KEM-encapDecap,FIPS203-tr1,,2.57417,3824
142,6,3,42,15,193,5,-4,257417,4,1568,0,2048,2048,0,0,0,0,0,0,0,127232,rv32im_fast,encapsulationKeyCheck,fips203-tr1/ML-KEM-encapDecap,FIPS203-tr1,,2.57417,3824
143,7,3,42,15,194,5,0,257406,4,1568,0,2048,2048,0,0,0,0,0,0,0,127232,rv32im_fast,encapsulationKeyCheck,fips203-tr1/ML-KEM-encapDecap,FIPS203-tr1,,2.57406,3824
144,0,3,42,15,195,5,0,257406,4,1568,0,2048,2048,0,0,0,0,0,0,0,127232,rv32im_fast,encapsulationKeyCheck,fips203-tr1/ML-KEM-encapDecap,FIPS203-tr1,,2.57406,3824
